waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=1.8e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=1.8e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=1.35e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=1.35e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=2.7e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=2.7e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=2.25e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=2.25e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=3.6e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=3.6e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=3.15e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=3.15e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=4.5e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=4.5e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=4.5e-08) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=4.5e-08) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=4.05e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=4.05e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=4.95e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=4.95e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=5.4e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=5.4e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=5.85e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=5.85e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=6.3e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=6.3e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=6.75e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=6.75e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=7.2e-07) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=7.2e-07) Y,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=9e-08) X,waveVsWave(?x (OP("/NM0" "gm") / OP("/NM0" "ids")) ?y (OP("/NM0" "ids") / VAR("width"))) (length=9e-08) Y
33.24178132671764,1.282823995291407e-05,33.05990737563553,1.069919789728143e-05,33.41288276523602,1.649130707927748e-05,33.34647403237983,1.478344228649747e-05,33.48926301749141,1.918004620422161e-05,33.45770257812128,1.794982700852901e-05,33.52914677793352,2.10680899392e-05,29.75126234407765,1.16257466114508e-05,33.51216532004109,2.021004219475462e-05,33.54193101072799,2.17798552001558e-05,33.58065084795187,2.221600978444917e-05,33.61605229130467,2.255036574685675e-05,33.64578457856732,2.281506720403178e-05,33.67101597450323,2.302017344088204e-05,33.69262075991696,2.317421449051974e-05,32.52334291510397,8.678424298670985e-06
33.1521319202054,6.7479325531576e-05,32.98727384577224,5.579092128496546e-05,33.28997962113623,8.743087605713116e-05,33.23984654206726,7.814384055902898e-05,33.33656974869331,0.0001020094345816521,33.31943183385004,9.534547954606501e-05,33.35027982447407,0.0001122115565068338,29.70694466719555,5.14095517770842e-05,33.34596065374716,0.0001075794069560663,33.35118098994382,0.000116047012130679,33.37848038738844,0.000118571245004258,33.40308351739494,0.0001205410534852934,33.42261438537862,0.0001221106722714412,33.43819017439019,0.0001233383816413722,33.45063961430895,0.0001242734442193145,32.46729646987557,4.407121782577476e-05
32.9308053677206,0.0003524182288266503,32.81319625720813,0.0002892364727890001,32.97785732922401,0.0004589711136235405,32.97120089217487,0.0004095429189229754,32.94801759619254,0.0005359119924905631,32.96745118442859,0.000500851616013344,32.89705690854458,0.0005891123919771349,29.60837006485262,0.0002265646565770552,32.92377215922181,0.0005650418685060168,32.86922666716498,0.0006089035338848766,32.86926991169965,0.0006226338320900194,32.86832056813312,0.0006334080348628891,32.86389703978939,0.0006419505761927522,32.85696320231155,0.0006485936726376967,32.8482133375967,0.0006536168580723729,32.33389068643093,0.0002228079591440309
32.31341006985569,0.001803677717390697,32.29016615894676,0.001474825722079006,32.19246018252257,0.002345840014800877,32.26666502036748,0.002096257928351833,32.02091079142318,0.002726381104461842,32.10796186009603,0.002554350861964602,31.85180810432362,0.002981465633944487,29.36831232106861,0.0009908877445220458,31.93495506945004,0.002867116322230755,31.77222404375632,0.003073736092910293,31.72122747033931,0.003139425631456978,31.67266717758506,0.003190151001372214,31.62407969074347,0.003229211742586115,31.57606228874496,0.00325843869615481,31.52899175001649,0.003279358049680253,31.92664287269175,0.001112481033667519
31.12199404495522,0.008836647147032608,31.27595285768742,0.00724612008771132,30.69656313788438,0.01134353961802108,30.91347555414707,0.0102081447961202,30.29181253809788,0.01299912707614309,30.48747605404707,0.0122637190790365,29.94442574804867,0.01403494573827896,28.79899889167218,0.004247886672923957,30.11092330698812,0.01358041773890143,29.79127804977743,0.01438578987971361,29.66703800237649,0.01462951116196288,29.55192022348871,0.01480548828139868,29.44341077517028,0.014928135663046,29.34120348124095,0.01500673725100429,29.24492210583983,0.0150488861944953,31.11446454904737,0.005391547002820019
28.98561680442043,0.03988889292409082,29.39581795285707,0.03316934544493794,28.19267500476714,0.04965725818305262,28.57063901281732,0.0453645521312233,27.56610245630138,0.05542829631955117,27.85877527042606,0.05294889566016264,27.08287360485402,0.05858396374672632,27.76502255622583,0.01751484979242078,27.30929171373261,0.05726127257768668,26.8820201342199,0.0595045936057911,26.70667625964134,0.06004807919493877,26.54769526491803,0.06034313253398247,26.40243753322907,0.06044680724524824,26.26919844763933,0.06039788912463876,26.1465209725228,0.06022716250341007,29.57563248861466,0.0246787859101816
25.89001174164539,0.1577367622450323,26.47074793537646,0.1345752826780031,24.95936693377164,0.1877928936238597,25.38209179556269,0.1751497109418042,24.31246009718799,0.2028596008952256,24.60795282558779,0.1967340384967749,23.84225317895879,0.209256128790367,25.98370583002213,0.06738188940155879,24.06037705989133,0.2068593314414704,23.65107523974219,0.2104421179812606,23.47388592040744,0.2104762423253303,23.31326490797402,0.2098094614917443,23.1674106419398,0.2086337718644735,23.03414627169809,0.2070726974457117,22.91172563539763,0.2052212042245987,26.99759041169306,0.1019754933260857
22.57007397222245,0.5292103596559701,23.0772551471503,0.4643290064058379,21.76579237364664,0.6031569371110038,22.13444842164164,0.573774228116627,21.17560295470732,0.6319419125939998,21.44993833737797,0.6215226677752784,20.72052563645288,0.6372207239890499,23.36297369594435,0.232073739971111,20.9345093939366,0.6366400136063455,20.52900780418738,0.6348388315381068,20.34461107737805,0.6292987801074718,20.17547687621059,0.622213168037232,20.02077905061757,0.6141440918111059,19.878613534217,0.6054071405563298,19.74741542572679,0.5962359229886783,23.64798789823652,0.3622327082949864
19.65729629220368,1.518187530492702,20.10306386788855,1.362948209214231,18.80850405856946,1.662466693924008,19.21365372081575,1.611500578777339,18.13328829833738,1.688453185861404,18.4491066635136,1.684976389849005,17.61163431402325,1.661695353240567,20.37622322227928,0.6924754276314097,17.85596484946801,1.679259512724027,17.39527383333467,1.638676305681594,17.19144317204033,1.608630303226453,17.0063272718672,1.576420989383915,16.83845147761931,1.543398962577227,16.68545349203605,1.510172684863179,16.54538133079534,1.477159034701384,20.50473593536501,1.089206561381612
16.94485715915516,3.790587982884349,17.58426568769524,3.493504861468704,15.85173748255053,3.954535277644594,16.35401882455677,3.921631656038786,15.08334220249511,3.87233365025884,15.43288904759918,3.930060871069452,14.53944361253415,3.709260606270831,17.84707407194728,1.794624378087872,14.78931399873355,3.795809922124238,14.32484474033534,3.618052458792191,14.12667930654055,3.515704287902234,13.94947579037072,3.413825477239389,13.79097836558749,3.314796480447315,13.64825737618825,3.219238020062786,13.51897107543933,3.127464836875048,18.12050100044225,2.852547753248409
